"Wage","Associate's","Bachelor's","Doctorate","High School","Master's","None","GDP per capita","Unemployment"
77443,0,1,0,0,0,0,54580.308,5.35
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
120000,0,0,0,0,1,0,12450.6815,3.05
99362,0,0,0,0,1,0,12578.359,5.35
102445.2,0,0,1,0,0,0,32526.65,3.7
108501,0,1,0,0,0,0,1555.709,7.35
110094,0,1,0,0,0,0,12578.359,5.35
127627,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
144726,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
97760,0,1,0,0,0,0,54580.308,5.35
104291,0,1,0,0,0,0,54580.308,5.35
157477,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
97760,0,1,0,0,0,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
180000,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
144726,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,32526.65,3.7
118373,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
120000,0,1,0,0,0,0,4960.05,21.8
157900,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,1,0,0,0,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
190000,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
131824,0,0,0,0,1,0,10127.2495,8.65
120000,0,0,0,0,1,0,21811.635,11.65
171800,0,0,0,0,1,0,36684.4655,7.9
89627,0,0,1,0,0,0,12578.359,5.35
85000,0,1,0,0,0,0,3540.4745,35.6
78208,0,0,0,0,1,0,79412.062,3.6
159200,0,0,1,0,0,0,12578.359,5.35
90806,0,0,1,0,0,0,12578.359,5.35
78375,0,0,1,0,0,0,32793.3645,2.8
89100,0,0,1,0,0,0,54580.308,5.35
71910,0,0,1,0,0,0,12518.036,3.7
44790,0,0,1,0,0,0,1945.012,22.6
126437.5,0,1,0,0,0,0,54580.308,5.35
435000,0,0,0,0,0,0,54580.308,5.35
140000,0,0,0,0,1,0,12578.359,5.35
225000,0,1,0,0,0,0,97044.9895,2.1
210000,0,0,0,0,1,0,12578.359,5.35
129938,0,1,0,0,0,0,54580.308,5.35
119500,0,0,0,0,1,0,12578.359,5.35
54500,0,1,0,0,0,0,12578.359,5.35
52000,0,1,0,0,0,0,12578.359,5.35
85000,0,0,0,0,1,0,12578.359,5.35
200005,0,0,0,0,1,0,12578.359,5.35
160105,0,0,0,0,1,0,12578.359,5.35
250000,0,1,0,0,0,0,54580.308,5.35
144726,0,0,0,0,1,0,12578.359,5.35
118373,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
80000,0,1,0,0,0,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
98779,0,1,0,0,0,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,12578.359,5.35
80000,0,1,0,0,0,0,65504.595,3.7
157477,0,0,0,0,1,0,12578.359,5.35
104291,0,1,0,0,0,0,54580.308,5.35
119350,0,0,0,0,1,0,12578.359,5.35
104291,0,1,0,0,0,0,12578.359,5.35
160160,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
98550,0,0,0,0,1,0,79412.062,3.6
157477,0,0,0,0,1,0,12578.359,5.35
135000,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
176800,0,1,0,0,0,0,12578.359,5.35
142800,0,0,1,0,0,0,11735.4825,9.95
142800,0,0,1,0,0,0,12578.359,5.35
147486,0,0,0,0,1,0,54580.308,5.35
90750,0,0,0,0,1,0,12578.359,5.35
158100,0,0,0,0,1,0,12578.359,5.35
196248,0,1,0,0,0,0,54580.308,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
202400,0,0,0,0,1,0,12578.359,5.35
102000,0,1,0,0,0,0,54580.308,5.35
92700,0,1,0,0,0,0,10127.2495,8.65
132000,0,0,0,0,1,0,12578.359,5.35
110000,0,1,0,0,0,0,10127.2495,8.65
145000,0,0,0,0,1,0,12578.359,5.35
1e+05,0,0,0,0,1,0,6411.3635,33.15
148524,0,0,0,0,1,0,14815.049,9.5
147521,0,0,0,0,1,0,54580.308,5.35
80000,0,0,1,0,0,0,12578.359,5.35
80000,0,0,0,0,1,0,12578.359,5.35
150000,0,1,0,0,0,0,12578.359,5.35
82952,0,0,0,0,1,0,12578.359,5.35
108971,0,0,0,0,1,0,32526.65,3.7
145749,0,0,0,0,1,0,49015.6565,3.6
110822,0,0,0,0,1,0,12578.359,5.35
110000,0,0,0,0,1,0,12578.359,5.35
124176,0,0,0,0,1,0,12578.359,5.35
54538,0,0,0,0,1,0,32793.3645,2.8
91481,0,0,0,0,1,0,1945.012,22.6
52728,0,0,0,0,1,0,4870.7305,5.6
73486,0,0,0,0,1,0,32526.65,3.7
69222,0,0,0,0,1,0,12578.359,5.35
325000,0,0,0,0,0,0,54580.308,5.35
54380,0,0,0,0,1,0,11735.4825,9.95
160000,0,0,0,0,1,0,12578.359,5.35
143050,0,0,0,0,1,0,16027.205,8.35
143022,0,0,0,0,1,0,12578.359,5.35
166976,0,1,0,0,0,0,3745.6325,4.9
125000,0,0,0,0,1,0,12578.359,5.35
85000,0,0,0,0,1,0,10127.2495,8.65
150000,0,1,0,0,0,0,10127.2495,8.65
71000,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
148000,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,44153.444,7.35
138819,0,1,0,0,0,0,79412.062,3.6
157477,0,0,0,0,1,0,12578.359,5.35
144726,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
101754,0,0,0,0,1,0,12578.359,5.35
137000,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
120000,0,1,0,0,0,0,12578.359,5.35
144726,0,0,1,0,0,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
165000,0,1,0,0,0,0,32526.65,3.7
109000,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
80000,0,0,0,0,1,0,32526.65,3.7
104291,0,0,0,0,1,0,32526.65,3.7
110500,0,1,0,0,0,0,12578.359,5.35
140920,0,0,1,0,0,0,7370.1475,12.75
157477,0,0,0,0,1,0,1555.709,7.35
139900,0,0,0,0,1,0,12578.359,5.35
142376,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
123614,0,1,0,0,0,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
157477,0,0,1,0,0,0,12578.359,5.35
105600,0,1,0,0,0,0,4212.8895,2.15
157477,0,0,0,0,1,0,12578.359,5.35
98779,0,0,0,0,1,0,12578.359,5.35
119933,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,1,0,0,0,12578.359,5.35
80000,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
137770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
158280,0,1,0,0,0,0,10949.056,5.75
117770,0,0,0,0,1,0,12578.359,5.35
147182,0,0,1,0,0,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
197770,0,0,0,0,1,0,54580.308,5.35
157770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
177770,0,0,0,0,1,0,47410.443,3.5
197770,0,0,0,0,1,0,12578.359,5.35
147376,0,1,0,0,0,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
121763,0,0,0,0,1,0,12578.359,5.35
195890,0,0,1,0,0,0,12578.359,5.35
152550,0,0,0,0,1,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
168100,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
145000,0,0,0,0,1,0,4358.605,9
116000,0,1,0,0,0,0,54580.308,5.35
144000,0,0,0,0,1,0,12578.359,5.35
144000,0,0,0,0,1,0,12578.359,5.35
131000,0,0,0,0,1,0,12578.359,5.35
127338,0,0,0,0,1,0,12578.359,5.35
107640,0,0,1,0,0,0,12578.359,5.35
132500,0,0,0,0,1,0,12578.359,5.35
127754,0,0,0,0,1,0,12578.359,5.35
85000,0,0,0,0,1,0,12578.359,5.35
128000,0,0,0,0,1,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
115606,0,1,0,0,0,0,12450.6815,3.05
100901,0,0,0,0,1,0,12578.359,5.35
111842,0,0,0,0,1,0,86581.5005,2
78208,0,0,0,0,1,0,12578.359,5.35
110000,0,0,0,0,1,0,12518.036,3.7
140500,0,0,1,0,0,0,54580.308,5.35
160000,0,0,1,0,0,0,12578.359,5.35
61803,0,0,1,0,0,0,12450.6815,3.05
87400,0,0,1,0,0,0,12578.359,5.35
61800,0,0,1,0,0,0,12578.359,5.35
85000,0,0,1,0,0,0,12578.359,5.35
39840,0,0,0,0,1,0,6831.44,10.65
66070,0,1,0,0,0,0,7370.1475,12.75
44242,0,0,0,0,1,0,12578.359,5.35
147000,0,0,0,0,1,0,12578.359,5.35
141600,0,1,0,0,0,0,12450.6815,3.05
180000,0,1,0,0,0,0,54580.308,5.35
156118,0,0,0,0,1,0,12578.359,5.35
225000,0,0,0,0,1,0,1945.012,22.6
117374,0,0,0,0,1,0,32526.65,3.7
118000,0,0,0,0,1,0,1945.012,22.6
221000,0,1,0,0,0,0,12450.6815,3.05
108389,0,0,0,0,1,0,12578.359,5.35
106400,0,0,0,0,1,0,12578.359,5.35
79300,0,0,0,0,1,0,12578.359,5.35
50773,0,0,0,0,1,0,1945.012,22.6
106371,0,0,0,0,1,0,12578.359,5.35
47674,0,1,0,0,0,0,12578.359,5.35
100443,0,1,0,0,0,0,12578.359,5.35
150000,0,0,0,0,1,0,49015.6565,3.6
130000,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
86965,0,0,0,0,1,0,12578.359,5.35
86965,0,0,1,0,0,0,12578.359,5.35
86965,0,0,1,0,0,0,12578.359,5.35
125660,0,0,0,0,1,0,12578.359,5.35
131300,0,0,0,0,1,0,3540.4745,35.6
157477,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
118373,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
104291,0,1,0,0,0,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
176000,0,0,0,0,1,0,12578.359,5.35
104291,0,1,0,0,0,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
137562,0,1,0,0,0,0,3729.35,12.4
182200,0,0,0,0,1,0,32526.65,3.7
120000,0,1,0,0,0,0,12578.359,5.35
120000,0,1,0,0,0,0,1555.709,7.35
130894,0,0,0,0,1,0,12578.359,5.35
94100,0,1,0,0,0,0,12450.6815,3.05
157477,0,0,1,0,0,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
118373,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,32526.65,3.7
82400,0,0,0,0,1,0,12578.359,5.35
142100,0,1,0,0,0,0,12518.036,3.7
140000,0,1,0,0,0,0,12578.359,5.35
165200,0,0,0,0,1,0,12578.359,5.35
128000,0,1,0,0,0,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
94100,0,0,0,0,1,0,5313.746,6.35
123000,0,0,0,0,1,0,2411.9855,8.65
157477,0,0,0,0,1,0,12578.359,5.35
118373,0,0,0,0,1,0,5717.73,6.5
130894,0,0,0,0,1,0,12578.359,5.35
139900,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
180000,0,0,0,0,1,0,1555.709,7.35
90397.08,0,0,0,0,1,0,12578.359,5.35
70075,0,0,0,0,1,0,12578.359,5.35
77000,0,0,0,0,1,0,1945.012,22.6
240734.85,0,1,0,0,0,0,12450.6815,3.05
110000,0,1,0,0,0,0,33491.957,5.6
144000,0,0,0,0,1,0,4212.8895,2.15
120000,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
160000,0,0,0,0,1,0,12578.359,5.35
105000,0,0,0,0,1,0,4870.7305,5.6
155000,0,0,0,0,1,0,12578.359,5.35
144000,0,0,0,0,1,0,12578.359,5.35
110000,0,1,0,0,0,0,16027.205,8.35
134581,0,1,0,0,0,0,12578.359,5.35
105330,0,0,0,0,1,0,12578.359,5.35
158505,0,0,0,0,1,0,12578.359,5.35
158840,0,0,0,0,1,0,12578.359,5.35
168000,0,0,1,0,0,0,12578.359,5.35
159000,0,0,0,0,1,0,21811.635,11.65
137606.7,0,0,0,0,1,0,4212.8895,2.15
120000,0,0,0,0,1,0,12578.359,5.35
120000,0,0,0,0,1,0,12578.359,5.35
120000,0,0,0,0,1,0,12578.359,5.35
115000,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
165000,0,0,0,0,1,0,12578.359,5.35
142935,0,1,0,0,0,0,54580.308,5.35
101379,0,0,0,0,1,0,12578.359,5.35
112000,0,0,0,0,1,0,12578.359,5.35
110822,0,1,0,0,0,0,12578.359,5.35
89714,0,0,1,0,0,0,12578.359,5.35
84635,0,0,0,0,1,0,12578.359,5.35
83000,0,0,0,0,1,0,4157.4145,7.25
1e+05,0,0,0,0,1,0,4212.8895,2.15
178000,0,0,1,0,0,0,12578.359,5.35
123219,0,0,0,0,1,0,12578.359,5.35
77500,0,1,0,0,0,0,1945.012,22.6
97000,0,0,0,0,1,0,10127.2495,8.65
80000,0,1,0,0,0,0,54580.308,5.35
134930,0,0,0,0,1,0,12578.359,5.35
43451,0,1,0,0,0,0,32793.3645,2.8
66019.2,0,1,0,0,0,0,65504.595,3.7
208000,0,0,0,0,0,0,4157.4145,7.25
255000,0,0,0,0,0,0,6831.44,10.65
227500,0,0,0,0,0,0,32793.3645,2.8
220000,0,0,0,0,0,0,3205.6435,8.5
258436,0,0,0,0,0,0,54580.308,5.35
258436,0,0,0,0,0,0,1555.709,7.35
95513,0,0,0,0,1,0,12450.6815,3.05
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
24.74,0,1,0,0,0,0,3745.6325,4.9
175999.92,0,0,0,0,1,0,47414.5395,3.95
66560,0,0,0,0,0,0,12450.6815,3.05
150000,0,1,0,0,0,0,12578.359,5.35
46904,0,1,0,0,0,0,10127.2495,8.65
76960,0,1,0,0,0,0,3540.4745,35.6
69181,0,0,0,0,1,0,12578.359,5.35
86720,0,1,0,0,0,0,12578.359,5.35
125008,0,0,0,0,1,0,21811.635,11.65
50066,0,0,0,0,1,0,12578.359,5.35
43534,0,1,0,0,0,0,3745.6325,4.9
140000,0,1,0,0,0,0,54580.308,5.35
65666,0,0,0,0,1,0,12578.359,5.35
189100,0,0,0,0,1,0,54580.308,5.35
90000,0,0,0,0,1,0,32793.3645,2.8
132413,0,0,0,0,1,0,12450.6815,3.05
130894,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
77189,0,0,1,0,0,0,12578.359,5.35
72384,0,0,0,0,1,0,4358.605,9
130894,0,0,0,0,1,0,12578.359,5.35
90397,0,0,0,0,1,0,12578.359,5.35
128000,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,12578.359,5.35
101754,0,1,0,0,0,0,12578.359,5.35
94037,0,1,0,0,0,0,3745.6325,4.9
117770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
137770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
117770,0,0,0,0,1,0,12578.359,5.35
157770,0,0,0,0,1,0,12578.359,5.35
189562,0,0,0,0,1,0,12578.359,5.35
217770,0,0,0,0,1,0,12578.359,5.35
137770,0,0,0,0,1,0,12578.359,5.35
138280,0,1,0,0,0,0,12578.359,5.35
2e+05,0,0,0,0,1,0,12578.359,5.35
152859.36,0,0,0,0,1,0,12578.359,5.35
90750,0,0,0,0,1,0,12578.359,5.35
81640,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
82971,0,0,0,0,1,0,7204.9745,1.25
141357,0,1,0,0,0,0,65504.595,3.7
145000,0,0,0,0,1,0,12578.359,5.35
135433,0,1,0,0,0,0,12578.359,5.35
158025,0,0,0,0,1,0,33905.298,2.6
136533,0,1,0,0,0,0,12450.6815,3.05
123050,0,0,0,0,1,0,4358.605,9
132000,0,0,0,0,1,0,12578.359,5.35
73270,0,0,0,0,1,0,12578.359,5.35
56534,0,0,0,0,1,0,12578.359,5.35
58906,0,0,0,0,1,0,12578.359,5.35
135000,0,0,0,0,1,0,12578.359,5.35
205000,0,0,0,0,1,0,14567.755,3.55
93000,0,0,0,0,1,0,32526.65,3.7
59342,0,0,0,0,1,0,4358.605,9
118392,0,0,0,0,1,0,54580.308,5.35
68162,0,1,0,0,0,0,7634.573,7.25
136000,0,0,0,0,1,0,12578.359,5.35
2e+05,0,0,0,0,1,0,12578.359,5.35
108647,0,0,0,0,1,0,12578.359,5.35
174335,0,0,1,0,0,0,4212.8895,2.15
148000,0,0,0,0,1,0,54580.308,5.35
84032,0,0,1,0,0,0,12578.359,5.35
1e+05,0,0,0,0,1,0,12578.359,5.35
190000,0,0,0,0,0,0,47414.5395,3.95
89319.78,0,1,0,0,0,0,3745.6325,4.9
82742,0,0,0,0,1,0,12578.359,5.35
45115,0,0,0,0,1,0,12578.359,5.35
255000,0,0,0,0,0,0,54580.308,5.35
225000,0,0,0,0,0,0,4407.307,22.9
270000,0,0,0,0,0,0,13832.3245,6.7
238446,0,0,0,0,0,0,65504.595,3.7
49213,0,0,0,0,1,0,12578.359,5.35
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
49920,0,0,0,0,1,0,12578.359,5.35
195000,0,1,0,0,0,0,47414.5395,3.95
97926,0,1,0,0,0,0,4212.8895,2.15
104775,0,0,0,0,1,0,12578.359,5.35
188000,0,0,0,0,1,0,32526.65,3.7
87000,0,0,0,0,1,0,12578.359,5.35
87000,0,0,0,0,1,0,12578.359,5.35
116500,0,0,1,0,0,0,44153.444,7.35
157477,0,0,0,0,1,0,12578.359,5.35
209000,0,0,0,0,1,0,12578.359,5.35
97760,0,0,0,0,1,0,12578.359,5.35
144726,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
140175,0,1,0,0,0,0,50741.637,3.05
104291,0,0,0,0,1,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
2e+05,0,0,0,0,1,0,12578.359,5.35
142800,0,0,0,0,1,0,32526.65,3.7
148844.67,0,1,0,0,0,0,54580.308,5.35
114100,0,0,0,0,1,0,12450.6815,3.05
73790,0,0,0,0,1,0,12578.359,5.35
112000,0,0,0,0,1,0,49015.6565,3.6
136150,0,0,0,0,1,0,12578.359,5.35
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
45.17,0,1,0,0,0,0,3745.6325,4.9
155480,0,1,0,0,0,0,31435.547,12.5
110000,0,0,0,0,1,0,12578.359,5.35
65666,0,0,0,0,1,0,12578.359,5.35
121993,0,0,0,0,1,0,12578.359,5.35
2e+05,0,0,1,0,0,0,12578.359,5.35
225000,0,1,0,0,0,0,32793.3645,2.8
247000,0,0,0,0,1,0,12578.359,5.35
2e+05,0,0,1,0,0,0,7370.1475,12.75
168000,0,0,1,0,0,0,54580.308,5.35
168000,0,0,1,0,0,0,12578.359,5.35
120000,0,0,1,0,0,0,12578.359,5.35
110000,0,0,0,0,1,0,54580.308,5.35
183000,0,0,0,0,1,0,12578.359,5.35
96595,0,1,0,0,0,0,86581.5005,2
104291,0,0,0,0,1,0,12578.359,5.35
101754,0,1,0,0,0,0,12578.359,5.35
157477,0,0,1,0,0,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
127486.96,0,1,0,0,0,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
119933,0,0,0,0,1,0,12578.359,5.35
104291,0,1,0,0,0,0,32526.65,3.7
130894,0,0,0,0,1,0,32526.65,3.7
157477,0,0,1,0,0,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
144726,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,12578.359,5.35
118373,0,0,0,0,1,0,12578.359,5.35
123614,0,0,1,0,0,0,12578.359,5.35
144726,0,0,0,0,1,0,12578.359,5.35
80000,0,1,0,0,0,0,16027.205,8.35
104291,0,1,0,0,0,0,12578.359,5.35
144726,0,1,0,0,0,0,47414.5395,3.95
118373,0,0,0,0,1,0,12578.359,5.35
140920,0,0,1,0,0,0,12301.4375,4.85
123614,0,0,0,0,1,0,12578.359,5.35
130894,0,1,0,0,0,0,54580.308,5.35
104291,0,0,0,0,1,0,12578.359,5.35
123614,0,0,0,0,1,0,54580.308,5.35
80000,0,1,0,0,0,0,12578.359,5.35
157477,0,0,0,0,1,0,11735.4825,9.95
140920,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
104291,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
158100,0,0,0,0,1,0,60073.2185,3.55
94037,0,1,0,0,0,0,12578.359,5.35
118373,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
130000,0,0,0,0,1,0,12578.359,5.35
94500,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,0,0,1,0,12578.359,5.35
143700,0,0,1,0,0,0,12578.359,5.35
76000,0,1,0,0,0,0,12518.036,3.7
143700,0,0,0,0,1,0,20137.0695,2.85
124000,0,0,0,0,1,0,12578.359,5.35
124800,0,1,0,0,0,0,1945.012,22.6
45282,0,1,0,0,0,0,12518.036,3.7
165700,0,0,1,0,0,0,12578.359,5.35
204164,0,1,0,0,0,0,54580.308,5.35
125000,0,1,0,0,0,0,7204.9745,1.25
37461,0,0,0,0,1,0,12578.359,5.35
139050,0,0,1,0,0,0,32793.3645,2.8
197584,0,0,0,0,1,0,12578.359,5.35
144228,0,0,0,0,1,0,12578.359,5.35
173320,0,0,0,0,1,0,12578.359,5.35
50710,0,0,0,0,1,0,12578.359,5.35
85000,0,0,0,0,1,0,32526.65,3.7
84635,0,0,0,0,1,0,1945.012,22.6
89906,0,0,0,0,1,0,86581.5005,2
60000,0,1,0,0,0,0,10127.2495,8.65
147680,0,0,0,0,1,0,12578.359,5.35
45115,0,1,0,0,0,0,12578.359,5.35
230000,0,0,0,0,0,0,54580.308,5.35
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
40768,0,1,0,0,0,0,3745.6325,4.9
43326,0,1,0,0,0,0,12578.359,5.35
60000,0,0,0,0,1,0,12578.359,5.35
83699,0,0,0,0,1,0,12578.359,5.35
1e+05,0,0,0,0,1,0,3540.4745,35.6
187500,1,0,0,0,0,0,65504.595,3.7
94037,0,1,0,0,0,0,12578.359,5.35
167710,0,0,0,0,1,0,12578.359,5.35
162000,0,1,0,0,0,0,3745.6325,4.9
150050,0,0,0,0,1,0,12578.359,5.35
150050,0,0,0,0,1,0,12578.359,5.35
150050,0,0,0,0,1,0,98088.9785,3.45
144726,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
157900,0,1,0,0,0,0,44153.444,7.35
170000,0,0,0,0,1,0,12578.359,5.35
161880,0,0,0,0,1,0,12578.359,5.35
