"Wage","Associate's","Bachelor's","Doctorate","High School","Master's","None","GDP per capita","Unemployment"
93800,0,1,0,0,0,0,12518.036,3.7
113110,0,0,0,0,1,0,12578.359,5.35
113110,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,1,0,0,0,0,12578.359,5.35
120578,0,0,0,0,1,0,12578.359,5.35
113110,0,0,0,0,1,0,12578.359,5.35
221004,0,0,1,0,0,0,12450.6815,3.05
472500,0,1,0,0,0,0,7370.1475,12.75
119350,0,0,0,0,1,0,12578.359,5.35
98779,0,1,0,0,0,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
120578,0,0,0,0,1,0,12578.359,5.35
133008,0,0,0,0,1,0,12578.359,5.35
113110,0,0,0,0,1,0,12578.359,5.35
195700,0,1,0,0,0,0,4960.05,21.8
120578,0,0,0,0,1,0,12578.359,5.35
33,0,0,0,0,1,0,1945.012,22.6
97375.2,0,0,1,0,0,0,12578.359,5.35
125142.42,0,0,0,0,1,0,54580.308,5.35
86570,0,0,0,0,1,0,3729.35,12.4
155800,0,1,0,0,0,0,12578.359,5.35
80018,0,0,0,0,1,0,12578.359,5.35
126875,0,0,0,0,1,0,12578.359,5.35
107158.63,0,0,0,0,1,0,12578.359,5.35
89100,0,0,1,0,0,0,12578.359,5.35
76981,0,0,0,0,1,0,12578.359,5.35
161700,0,0,1,0,0,0,32526.65,3.7
230000,0,0,1,0,0,0,12578.359,5.35
80018,0,0,0,0,1,0,12578.359,5.35
135394,0,0,0,0,1,0,12578.359,5.35
101900,0,0,0,0,1,0,12578.359,5.35
113000,0,0,1,0,0,0,12578.359,5.35
120000,0,0,0,0,1,0,12578.359,5.35
110000,0,0,0,0,1,0,14567.755,3.55
92700,0,0,1,0,0,0,12578.359,5.35
138548,0,0,1,0,0,0,12578.359,5.35
187769,0,0,1,0,0,0,98088.9785,3.45
134261,0,1,0,0,0,0,6536.735,5.35
112694,0,1,0,0,0,0,12450.6815,3.05
131157,0,0,0,0,1,0,12578.359,5.35
119254,0,0,1,0,0,0,12578.359,5.35
86593,0,0,0,0,1,0,12578.359,5.35
105000,0,0,0,0,1,0,12578.359,5.35
206200,0,0,0,0,1,0,21811.635,11.65
147290,0,1,0,0,0,0,54580.308,5.35
99907,0,0,1,0,0,0,5198.958,5.25
99907,0,0,1,0,0,0,32526.65,3.7
100282,0,0,1,0,0,0,12578.359,5.35
127046,0,1,0,0,0,0,3540.4745,35.6
94995.98,0,0,0,0,1,0,32793.3645,2.8
92352,0,0,0,0,1,0,12450.6815,3.05
125000,0,0,0,0,1,0,12578.359,5.35
169605,0,0,1,0,0,0,44153.444,7.35
85000,0,0,0,0,1,0,12578.359,5.35
56014,0,0,0,0,1,0,12578.359,5.35
98800,0,0,0,0,1,0,12578.359,5.35
90000,0,0,1,0,0,0,32793.3645,2.8
1e+05,0,0,1,0,0,0,12578.359,5.35
75000,0,0,1,0,0,0,65504.595,3.7
90000,0,0,1,0,0,0,32793.3645,2.8
72000,0,0,1,0,0,0,12578.359,5.35
175000,0,0,0,0,0,0,32793.3645,2.8
67000,0,0,1,0,0,0,32793.3645,2.8
65000,0,0,1,0,0,0,32793.3645,2.8
46420,0,0,0,0,1,0,49015.6565,3.6
73500,0,1,0,0,0,0,14567.755,3.55
212000,0,1,0,0,0,0,86581.5005,2
208000,0,0,0,0,0,0,6528.168,3.45
140000,0,0,0,0,0,0,32793.3645,2.8
180000,0,0,0,0,0,0,6831.44,10.65
25.75,0,1,0,0,0,0,3745.6325,4.9
25.75,0,1,0,0,0,0,3745.6325,4.9
125000,0,0,0,0,1,0,12578.359,5.35
153296,0,1,0,0,0,0,31435.547,12.5
2e+05,0,0,1,0,0,0,12578.359,5.35
250000,0,0,0,0,1,0,12578.359,5.35
71531,0,1,0,0,0,0,3745.6325,4.9
137675,0,1,0,0,0,0,54580.308,5.35
69139,0,0,0,0,1,0,12578.359,5.35
85966,0,0,0,0,1,0,12578.359,5.35
70054,0,1,0,0,0,0,12450.6815,3.05
79560,0,0,0,0,1,0,12518.036,3.7
116938,0,1,0,0,0,0,32793.3645,2.8
192000,0,0,1,0,0,0,54580.308,5.35
130000,0,0,0,0,1,0,12578.359,5.35
78800,0,1,0,0,0,0,12578.359,5.35
138600,0,0,1,0,0,0,3745.6325,4.9
75000,0,0,0,0,1,0,12578.359,5.35
120800,0,0,0,0,1,0,12578.359,5.35
83346,0,0,0,0,1,0,11735.4825,9.95
106000,0,0,0,0,1,0,12578.359,5.35
74500,0,0,0,0,1,0,12578.359,5.35
105000,0,1,0,0,0,0,86581.5005,2
68058,0,0,0,0,1,0,12578.359,5.35
109179,0,0,0,0,1,0,12578.359,5.35
161346,0,0,0,0,1,0,12578.359,5.35
2e+05,0,1,0,0,0,0,14939.108,4.3
157500,0,0,0,0,1,0,10127.2495,8.65
90000,0,0,0,0,1,0,12578.359,5.35
160000,0,0,0,0,1,0,12578.359,5.35
125050,0,0,1,0,0,0,54580.308,5.35
192360,0,0,0,0,1,0,49015.6565,3.6
155000,0,0,1,0,0,0,12578.359,5.35
167000,0,0,1,0,0,0,32793.3645,2.8
160000,0,0,1,0,0,0,12578.359,5.35
125000,0,0,1,0,0,0,12578.359,5.35
114750,0,0,0,0,1,0,12578.359,5.35
125000,0,0,1,0,0,0,12578.359,5.35
150237.5,0,0,0,0,1,0,54580.308,5.35
57637,0,0,0,0,1,0,12578.359,5.35
143858,0,0,1,0,0,0,32526.65,3.7
158000,0,0,0,0,1,0,54580.308,5.35
104000,0,1,0,0,0,0,12450.6815,3.05
146485,0,0,0,0,1,0,12578.359,5.35
50565,0,0,0,0,1,0,12578.359,5.35
180000,0,0,0,0,1,0,44153.444,7.35
160000,0,0,0,0,1,0,47414.5395,3.95
153900,0,0,0,0,1,0,12578.359,5.35
1e+05,0,1,0,0,0,0,1945.012,22.6
104695,0,1,0,0,0,0,12578.359,5.35
161000,0,0,0,0,1,0,12578.359,5.35
113399,0,0,0,0,1,0,12578.359,5.35
145800,0,1,0,0,0,0,54580.308,5.35
120931,0,1,0,0,0,0,16027.205,8.35
145454,0,0,0,0,1,0,12578.359,5.35
130894,0,0,0,0,1,0,12578.359,5.35
125000,0,1,0,0,0,0,14567.755,3.55
125000,0,1,0,0,0,0,14567.755,3.55
125000,0,0,0,0,1,0,14567.755,3.55
125000,0,1,0,0,0,0,14567.755,3.55
145800,0,0,0,0,1,0,12578.359,5.35
100526,0,0,0,0,1,0,12578.359,5.35
120931,0,0,0,0,1,0,12578.359,5.35
134144,0,1,0,0,0,0,20697.1605,8.1
72000,0,0,0,0,1,0,12578.359,5.35
95000,0,0,0,0,1,0,12578.359,5.35
128734,0,0,0,0,1,0,4212.8895,2.15
140000,0,0,0,0,1,0,12578.359,5.35
100351,0,0,0,0,1,0,32526.65,3.7
155880,0,0,0,0,1,0,12578.359,5.35
67725,0,1,0,0,0,0,1555.709,7.35
100700,0,0,0,0,1,0,12578.359,5.35
140000,0,0,0,0,1,0,12578.359,5.35
123323,0,0,0,0,1,0,11735.4825,9.95
93800,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,12578.359,5.35
137000,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,44153.444,7.35
157000,0,0,1,0,0,0,12578.359,5.35
180000,0,0,0,0,1,0,12578.359,5.35
133000,0,0,0,0,1,0,54580.308,5.35
162000,0,0,0,0,1,0,12578.359,5.35
84000,0,0,0,0,1,0,11735.4825,9.95
121763,0,0,0,0,1,0,12578.359,5.35
113110,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,14567.755,3.55
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,33491.957,5.6
113110,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
129604,0,1,0,0,0,0,12578.359,5.35
1e+05,0,0,0,0,1,0,4212.8895,2.15
111093,0,1,0,0,0,0,12450.6815,3.05
180000,0,0,0,0,1,0,12578.359,5.35
148000,0,0,0,0,1,0,12578.359,5.35
157477,0,0,0,0,1,0,12578.359,5.35
196000,0,0,1,0,0,0,6536.735,5.35
98000,0,0,0,0,1,0,12578.359,5.35
98813,0,1,0,0,0,0,3745.6325,4.9
98813,0,1,0,0,0,0,3745.6325,4.9
114962,0,1,0,0,0,0,3745.6325,4.9
140000,0,1,0,0,0,0,10127.2495,8.65
147763,0,0,0,0,1,0,12578.359,5.35
147763,0,0,0,0,1,0,47414.5395,3.95
53144,0,0,0,0,1,0,12578.359,5.35
225000,0,0,1,0,0,0,54580.308,5.35
122400,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,12578.359,5.35
106464,0,0,0,0,1,0,12578.359,5.35
171270,0,0,1,0,0,0,12578.359,5.35
68557,0,0,0,0,1,0,32526.65,3.7
129780,0,0,1,0,0,0,12578.359,5.35
150000,0,0,1,0,0,0,12578.359,5.35
127376.82,0,0,0,0,1,0,12578.359,5.35
130000,0,1,0,0,0,0,54580.308,5.35
150000,0,0,0,0,1,0,12578.359,5.35
81708,0,0,1,0,0,0,12578.359,5.35
171850,0,0,0,0,1,0,12578.359,5.35
170268,0,0,0,0,1,0,12578.359,5.35
72030,0,0,0,0,1,0,12578.359,5.35
79664,0,0,0,0,1,0,12578.359,5.35
119999,0,0,0,0,1,0,54580.308,5.35
113651,0,1,0,0,0,0,12450.6815,3.05
170150,0,0,0,0,1,0,11735.4825,9.95
111738,0,0,0,0,1,0,32526.65,3.7
68152.5,0,0,0,0,1,0,4960.05,21.8
194940,0,0,1,0,0,0,32526.65,3.7
135000,0,0,1,0,0,0,12578.359,5.35
96000,0,0,0,0,1,0,1945.012,22.6
96000,0,0,0,0,1,0,1945.012,22.6
148750,0,0,1,0,0,0,12578.359,5.35
154500,0,0,0,0,1,0,54580.308,5.35
87480.12,0,0,0,0,1,0,12578.359,5.35
38000,0,1,0,0,0,0,33905.298,2.6
128606,0,0,0,0,0,0,103781.341,4.4
114444,0,0,1,0,0,0,12450.6815,3.05
63000,0,0,1,0,0,0,4358.605,9
56375,0,0,1,0,0,0,12578.359,5.35
170000,0,0,0,0,1,0,12578.359,5.35
150000,0,1,0,0,0,0,54580.308,5.35
74485,0,1,0,0,0,0,32793.3645,2.8
175000,0,0,0,0,1,0,12578.359,5.35
131040,0,1,0,0,0,0,54580.308,5.35
208000,0,0,0,0,0,0,1555.709,7.35
102211,0,0,0,0,0,0,54580.308,5.35
5e+05,0,0,0,0,0,0,10127.2495,8.65
65000,0,0,1,0,0,0,6831.44,10.65
59904,0,0,0,0,1,0,12578.359,5.35
25.25,0,1,0,0,0,0,3745.6325,4.9
30.71,0,1,0,0,0,0,4870.7305,5.6
116958,0,0,1,0,0,0,26339.295,6.35
129750,0,0,1,0,0,0,32526.65,3.7
110386,0,0,0,0,1,0,12578.359,5.35
157549,0,1,0,0,0,0,47414.5395,3.95
101774,0,0,0,0,1,0,12578.359,5.35
55000,0,0,0,0,1,0,4960.05,21.8
57000,0,0,0,0,1,0,12578.359,5.35
102086,0,0,0,0,1,0,32526.65,3.7
66000,0,0,0,0,1,0,12578.359,5.35
122100,0,0,0,0,1,0,32793.3645,2.8
77700,0,1,0,0,0,0,12301.4375,4.85
83346,0,0,0,0,1,0,12578.359,5.35
85000,0,0,0,0,1,0,12578.359,5.35
80000,0,0,0,0,1,0,6831.44,10.65
46384,0,1,0,0,0,0,32793.3645,2.8
108456,0,0,1,0,0,0,1555.709,7.35
123240,0,1,0,0,0,0,10127.2495,8.65
68952,0,1,0,0,0,0,12578.359,5.35
141274,0,0,0,0,1,0,4003.0125,15.8
94723,0,0,0,0,1,0,12578.359,5.35
125000,0,1,0,0,0,0,32793.3645,2.8
101000,0,0,0,0,1,0,12578.359,5.35
124000,0,1,0,0,0,0,12578.359,5.35
89000,0,0,0,0,1,0,4212.8895,2.15
119350,0,0,0,0,1,0,12578.359,5.35
192000,0,1,0,0,0,0,12578.359,5.35
184080,0,0,0,0,1,0,12578.359,5.35
233813,0,1,0,0,0,0,65504.595,3.7
2e+05,0,0,0,0,1,0,14815.049,9.5
113110,0,0,0,0,1,0,12578.359,5.35
113110,0,0,0,0,1,0,32793.3645,2.8
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
195000,0,1,0,0,0,0,54580.308,5.35
120931,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
1e+05,0,0,0,0,1,0,1555.709,7.35
170000,0,0,0,0,1,0,12578.359,5.35
210000,0,1,0,0,0,0,12578.359,5.35
95000,0,0,0,0,1,0,32526.65,3.7
136250,0,1,0,0,0,0,12578.359,5.35
128300,0,0,0,0,1,0,12578.359,5.35
103200,0,0,0,0,1,0,12578.359,5.35
93538,0,0,0,0,1,0,32526.65,3.7
102588,0,1,0,0,0,0,12578.359,5.35
93538,0,0,0,0,1,0,12578.359,5.35
62920,0,0,0,0,1,0,12578.359,5.35
111348,0,0,0,0,1,0,12578.359,5.35
128750,0,0,0,0,1,0,12578.359,5.35
147500,0,0,1,0,0,0,12578.359,5.35
1e+05,0,1,0,0,0,0,4870.7305,5.6
69825.6,0,0,0,0,1,0,32793.3645,2.8
101606,0,0,1,0,0,0,32526.65,3.7
125000,0,0,0,0,1,0,12578.359,5.35
153831,0,0,0,0,1,0,10127.2495,8.65
127500,0,0,0,0,1,0,12578.359,5.35
58198,0,1,0,0,0,0,12578.359,5.35
68682,0,1,0,0,0,0,4960.05,21.8
162628,0,0,0,0,1,0,11735.4825,9.95
77014.08,0,0,0,0,1,0,3729.35,12.4
210000,0,0,0,0,1,0,13832.3245,6.7
168760,0,0,1,0,0,0,12578.359,5.35
168760,0,0,1,0,0,0,65504.595,3.7
220854,0,0,0,0,0,0,12578.359,5.35
430000,0,0,0,0,0,0,1555.709,7.35
114750,0,0,0,0,0,0,54580.308,5.35
49962,0,1,0,0,0,0,3745.6325,4.9
140461.65,0,0,0,0,1,0,12578.359,5.35
165000,0,0,0,0,1,0,12578.359,5.35
350000,0,1,0,0,0,0,31435.547,12.5
174500,0,0,0,0,1,0,54580.308,5.35
96447,0,1,0,0,0,0,10127.2495,8.65
82472,0,0,0,0,1,0,4870.7305,5.6
80000,0,1,0,0,0,0,12578.359,5.35
120000,0,1,0,0,0,0,12578.359,5.35
175000,0,1,0,0,0,0,12578.359,5.35
275000,0,0,0,0,1,0,54580.308,5.35
120000,0,0,0,0,1,0,3540.4745,35.6
73528,0,0,0,0,1,0,51959.3825,5.55
60000,0,0,0,0,1,0,12578.359,5.35
168500,0,0,0,0,1,0,4407.307,22.9
101941,0,1,0,0,0,0,12450.6815,3.05
140595,0,1,0,0,0,0,53593.371,3.65
155000,0,0,0,0,1,0,12578.359,5.35
150000,0,1,0,0,0,0,54580.308,5.35
153900,0,0,0,0,1,0,12578.359,5.35
120931,0,0,0,0,1,0,12578.359,5.35
145800,0,1,0,0,0,0,54580.308,5.35
142800,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,12578.359,5.35
197925,0,0,0,0,1,0,12578.359,5.35
76690,0,0,0,0,1,0,12578.359,5.35
103200,0,0,0,0,1,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
120931,0,0,0,0,1,0,12578.359,5.35
143850,0,0,0,0,1,0,12578.359,5.35
103200,0,0,0,0,1,0,12578.359,5.35
103200,0,0,0,0,1,0,12578.359,5.35
122200,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
122200,0,0,0,0,1,0,12578.359,5.35
122200,0,0,0,0,1,0,12578.359,5.35
146884.75,0,1,0,0,0,0,6411.3635,33.15
116147,0,0,0,0,1,0,1555.709,7.35
140000,0,0,0,0,1,0,12578.359,5.35
94929.36,0,0,1,0,0,0,4358.605,9
135000,0,0,0,0,1,0,12578.359,5.35
80500,0,0,0,0,1,0,12578.359,5.35
103012.99,0,0,0,0,1,0,12578.359,5.35
430500,0,0,0,0,1,0,12578.359,5.35
120000,0,0,0,0,1,0,12578.359,5.35
80018,0,0,0,0,1,0,12578.359,5.35
87700,0,0,0,0,1,0,32526.65,3.7
87700,0,0,0,0,0,1,12578.359,5.35
87006,0,1,0,0,0,0,12450.6815,3.05
117291,0,0,0,0,1,0,12578.359,5.35
79400,0,0,0,0,1,0,12578.359,5.35
74506,0,0,0,0,1,0,12578.359,5.35
325000,0,0,0,0,0,0,12578.359,5.35
120000,0,0,0,0,0,0,12578.359,5.35
160000,0,0,1,0,0,0,12578.359,5.35
67000,0,0,0,0,1,0,13832.3245,6.7
77106,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,56169.5465,7.6
275000,0,0,0,0,0,0,1555.709,7.35
260000,0,0,0,0,0,0,1555.709,7.35
125195,0,0,0,0,1,0,31435.547,12.5
250000,0,1,0,0,0,0,11735.4825,9.95
208090,0,0,0,0,1,0,10127.2495,8.65
229320,0,0,0,0,1,0,54580.308,5.35
128801,0,0,0,0,1,0,4960.05,21.8
97000,0,0,0,0,1,0,6831.44,10.65
70000,0,0,0,0,1,0,12578.359,5.35
145000,0,0,0,0,1,0,7634.573,7.25
127500,0,0,0,0,0,1,47414.5395,3.95
83346,0,0,0,0,1,0,12578.359,5.35
77750,0,0,0,0,0,0,32526.65,3.7
2e+05,0,0,0,0,1,0,32526.65,3.7
144500,0,0,0,0,1,0,12578.359,5.35
101587,0,0,0,0,1,0,12578.359,5.35
142800,0,1,0,0,0,0,79412.062,3.6
144123,0,0,0,0,1,0,12578.359,5.35
126173,0,0,0,0,1,0,12578.359,5.35
148791,0,1,0,0,0,0,12450.6815,3.05
135000,0,0,0,0,1,0,12578.359,5.35
121275,0,0,0,0,1,0,6528.168,3.45
186840,0,0,0,0,1,0,54580.308,5.35
128250,0,0,0,0,1,0,12578.359,5.35
160000,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,12578.359,5.35
124550,0,1,0,0,0,0,20137.0695,2.85
104291,0,0,0,0,1,0,12578.359,5.35
101754,0,0,0,0,1,0,12578.359,5.35
98592,0,0,0,0,1,0,12578.359,5.35
155100,0,1,0,0,0,0,12578.359,5.35
192000,0,0,0,0,1,0,12578.359,5.35
100526,0,0,0,0,1,0,65504.595,3.7
130894,0,0,0,0,1,0,103781.341,4.4
93800,0,0,0,0,1,0,12578.359,5.35
121763,0,0,0,0,1,0,12578.359,5.35
143500,0,0,0,0,1,0,12578.359,5.35
113110,0,0,0,0,1,0,1555.709,7.35
120578,0,0,0,0,1,0,12578.359,5.35
236000,0,1,0,0,0,0,54580.308,5.35
55000,0,1,0,0,0,0,32793.3645,2.8
109000,0,0,0,0,1,0,12578.359,5.35
144706,0,1,0,0,0,0,54580.308,5.35
87700,0,0,0,0,1,0,12578.359,5.35
69000,0,0,0,0,1,0,12578.359,5.35
107141,0,0,0,0,1,0,12578.359,5.35
97760,0,0,0,0,1,0,4358.605,9
79851,0,0,0,0,1,0,12578.359,5.35
141669,0,0,0,0,1,0,32793.3645,2.8
86593,0,0,0,0,1,0,12578.359,5.35
117291,0,0,0,0,1,0,12578.359,5.35
117291,0,0,0,0,1,0,12578.359,5.35
82555,0,0,0,0,1,0,12578.359,5.35
89370.1,0,0,1,0,0,0,54580.308,5.35
78000,0,0,0,0,1,0,12578.359,5.35
145086,0,0,0,0,0,0,33905.298,2.6
58400,0,0,0,0,1,0,32526.65,3.7
68390,0,0,0,0,1,0,12450.6815,3.05
39395,0,0,0,0,1,0,12578.359,5.35
85000,0,0,1,0,0,0,7634.573,7.25
103706.06,0,1,0,0,0,0,12578.359,5.35
108000,0,0,1,0,0,0,4870.7305,5.6
180000,0,0,0,0,0,0,1555.709,7.35
180000,0,0,0,0,0,0,1555.709,7.35
180000,0,0,0,0,0,0,1555.709,7.35
180000,0,0,0,0,0,0,1555.709,7.35
180000,0,0,0,0,0,0,1555.709,7.35
195250,0,0,0,0,0,0,1555.709,7.35
195250,0,0,0,0,0,0,14815.049,9.5
195250,0,0,0,0,0,0,1555.709,7.35
195250,0,0,0,0,0,0,6831.44,10.65
150000,0,0,0,0,0,1,10127.2495,8.65
254000,0,0,0,0,1,0,16027.205,8.35
223080,0,1,0,0,0,0,12578.359,5.35
155459,0,1,0,0,0,0,12578.359,5.35
253000,0,0,0,0,1,0,31435.547,12.5
165000,0,0,1,0,0,0,12578.359,5.35
75000,0,1,0,0,0,0,12578.359,5.35
72000,0,0,0,0,1,0,32526.65,3.7
72500,0,0,0,0,1,0,54580.308,5.35
65000,0,0,0,0,1,0,12578.359,5.35
87630,0,0,0,0,1,0,12578.359,5.35
136950,0,0,0,0,1,0,12578.359,5.35
250000,0,0,0,0,1,0,44153.444,7.35
132000,0,0,0,0,1,0,12578.359,5.35
125969,0,0,1,0,0,0,12578.359,5.35
155000,0,0,0,0,1,0,12578.359,5.35
145725,0,0,0,0,1,0,12578.359,5.35
170872,0,1,0,0,0,0,5313.746,6.35
120578,0,0,0,0,1,0,12578.359,5.35
110000,0,0,0,0,1,0,12578.359,5.35
120852,0,0,0,0,1,0,12578.359,5.35
140000,0,0,0,0,1,0,12578.359,5.35
101508,0,1,0,0,0,0,10127.2495,8.65
163000,0,1,0,0,0,0,12578.359,5.35
149000,0,0,0,0,1,0,12578.359,5.35
111708.43,0,0,0,0,1,0,79412.062,3.6
148000,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,12578.359,5.35
121077,0,0,0,0,1,0,12578.359,5.35
115939,0,0,0,0,1,0,12578.359,5.35
96067,0,0,1,0,0,0,12578.359,5.35
130000,0,0,0,0,1,0,12578.359,5.35
120000,0,0,0,0,1,0,12578.359,5.35
175000,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
140000,0,1,0,0,0,0,12578.359,5.35
93800,0,1,0,0,0,0,12578.359,5.35
134773,0,0,0,0,1,0,12578.359,5.35
119350,0,0,0,0,1,0,12578.359,5.35
170000,0,1,0,0,0,0,12450.6815,3.05
155000,0,0,0,0,1,0,12578.359,5.35
87714,0,0,0,0,1,0,6528.168,3.45
145000,0,1,0,0,0,0,12578.359,5.35
185000,0,0,0,0,1,0,12578.359,5.35
2e+05,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
116813,0,0,0,0,1,0,12578.359,5.35
61880,0,0,0,0,1,0,12578.359,5.35
87700,0,0,0,0,1,0,12578.359,5.35
121500,0,0,0,0,1,0,3745.6325,4.9
125000,0,0,0,0,1,0,12578.359,5.35
142500,0,0,0,0,1,0,7204.9745,1.25
80018,0,0,0,0,1,0,12578.359,5.35
80000,0,0,0,0,1,0,4212.8895,2.15
185000,0,0,0,0,1,0,12578.359,5.35
72509,0,0,0,0,1,0,12578.359,5.35
54205,0,1,0,0,0,0,32793.3645,2.8
119025,0,0,1,0,0,0,12578.359,5.35
101192,0,0,0,0,1,0,1555.709,7.35
113006,0,1,0,0,0,0,11735.4825,9.95
150000,0,1,0,0,0,0,11735.4825,9.95
70000,0,0,0,0,1,0,12578.359,5.35
120000,0,0,0,0,1,0,33905.298,2.6
115000,0,1,0,0,0,0,4870.7305,5.6
40000,0,1,0,0,0,0,33905.298,2.6
57426,0,1,0,0,0,0,7634.573,7.25
59700,0,1,0,0,0,0,3540.4745,35.6
59700,0,1,0,0,0,0,12450.6815,3.05
59700,0,1,0,0,0,0,3540.4745,35.6
67730,0,0,0,0,1,0,31435.547,12.5
160000,0,1,0,0,0,0,12450.6815,3.05
38750,0,1,0,0,0,0,32793.3645,2.8
42287,0,1,0,0,0,0,32793.3645,2.8
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
56576,0,1,0,0,0,0,3745.6325,4.9
114920,0,0,0,0,1,0,12578.359,5.35
86208,0,0,0,0,1,0,32526.65,3.7
270000,0,1,0,0,0,0,54580.308,5.35
181610,0,0,0,0,1,0,54580.308,5.35
105955,0,0,0,0,0,0,7634.573,7.25
325500,0,0,0,0,1,0,54580.308,5.35
78750,0,1,0,0,0,0,12450.6815,3.05
102086,0,0,0,0,1,0,1945.012,22.6
52000,0,1,0,0,0,0,12578.359,5.35
47674,0,0,0,0,1,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
141500,0,0,1,0,0,0,12578.359,5.35
145800,0,0,0,0,1,0,4960.05,21.8
77875,0,0,0,0,1,0,12578.359,5.35
120931,0,1,0,0,0,0,54580.308,5.35
196000,0,1,0,0,0,0,54580.308,5.35
135000,0,0,0,0,1,0,12578.359,5.35
124805,0,0,1,0,0,0,12578.359,5.35
171232.88,0,0,0,0,1,0,4212.8895,2.15
133900,0,1,0,0,0,0,7856.492,3.55
135000,0,0,0,0,1,0,12578.359,5.35
123000,0,0,0,0,1,0,12578.359,5.35
110000,0,1,0,0,0,0,12578.359,5.35
1e+05,0,1,0,0,0,0,12578.359,5.35
163694.44,0,0,0,0,1,0,12578.359,5.35
135000,0,0,0,0,1,0,12578.359,5.35
97406,0,0,0,0,1,0,1945.012,22.6
137000,0,0,0,0,1,0,12578.359,5.35
125000,0,0,0,0,1,0,12578.359,5.35
176548,0,0,1,0,0,0,12578.359,5.35
140920,0,0,0,0,1,0,12578.359,5.35
145725,0,0,1,0,0,0,12578.359,5.35
150000,0,0,0,0,1,0,12578.359,5.35
148856.1,0,0,0,0,1,0,1945.012,22.6
105658.73,0,0,0,0,1,0,32526.65,3.7
180000,0,0,0,0,1,0,12578.359,5.35
154690,0,0,0,0,1,0,12578.359,5.35
165000,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,1,0,0,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
120931,0,0,0,0,1,0,12518.036,3.7
120931,0,0,0,0,1,0,12578.359,5.35
120931,0,0,0,0,1,0,12578.359,5.35
120931,0,0,0,0,1,0,12578.359,5.35
99632,0,0,0,0,1,0,12578.359,5.35
99632,0,1,0,0,0,0,3540.4745,35.6
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,0,0,0,1,0,12578.359,5.35
93800,0,1,0,0,0,0,12578.359,5.35
60000,0,1,0,0,0,0,32793.3645,2.8
83900,0,0,1,0,0,0,12578.359,5.35
126000,0,0,1,0,0,0,12578.359,5.35
139100.87,0,1,0,0,0,0,54580.308,5.35
141300,0,0,0,0,1,0,12578.359,5.35
155000,0,0,0,0,1,0,12578.359,5.35
95000,0,0,0,0,1,0,12578.359,5.35
171163,0,0,1,0,0,0,12578.359,5.35
79060.8,0,0,0,0,1,0,12578.359,5.35
90000,0,0,1,0,0,0,12578.359,5.35
113650,0,0,0,0,1,0,12578.359,5.35
90701,0,0,0,0,1,0,1555.709,7.35
1e+05,0,0,0,0,1,0,12578.359,5.35
94952,0,0,0,0,1,0,1945.012,22.6
110069.09,0,1,0,0,0,0,12450.6815,3.05
71779,0,0,0,0,1,0,12578.359,5.35
373930.96,0,0,0,0,0,0,16027.205,8.35
53000,0,0,1,0,0,0,12518.036,3.7
